# dist  px py pz    dx dy dz
3 5 1.4310e+01  -0.412 -0.975 74.000  -2.708 -6.418 -12.500
5 9 1.3165e+01  -3.120 -7.393 61.500  -2.492 -5.904 -11.500
9 17 3.0337e+01  -5.612 -13.298 50.000  -5.742 -13.606 -26.500
17 65 5.7239e+00  -11.354 -26.903 23.500  -1.083 -2.567 -5.000
65 64 1.2553e+01  -12.437 -29.470 18.500  -2.376 -5.630 -10.965
1 1 1.7803e+00  0.000 0.000 75.900  1.747 -0.329 0.100
1 3 2.3212e+00  0.000 0.000 75.900  -0.719 -1.123 -1.900
3 5 1.5271e+01  -0.719 -1.123 74.000  -4.728 -7.389 -12.500
5 9 1.4049e+01  -5.447 -8.512 61.500  -4.350 -6.798 -11.500
9 17 3.2375e+01  -9.797 -15.311 50.000  -10.024 -15.665 -26.500
17 65 6.1085e+00  -19.821 -30.976 23.500  -1.891 -2.956 -5.000
65 64 2.4150e+00  -21.713 -33.931 18.500  -0.748 -1.169 -1.977
1 1 1.7708e-01  0.000 0.000 75.900  -0.113 0.093 0.100
1 1 1.7749e-01  0.000 0.000 75.900  -0.146 -0.010 0.100
1 1 1.0821e-01  0.000 0.000 75.900  0.019 -0.037 0.100
1 3 6.6412e+00  0.000 0.000 75.900  1.671 -6.250 -1.500
3 5 1.9924e+01  1.671 -6.250 74.400  5.014 -18.750 -4.500
5 1 1.0626e+01  6.686 -25.000 69.900  2.674 -10.000 -2.400
1 3 8.1361e+00  0.000 0.000 75.900  4.906 -6.250 -1.751
3 5 2.4408e+01  4.906 -6.250 74.149  14.718 -18.750 -5.253
5 1 1.3018e+01  19.624 -25.000 68.896  7.849 -10.000 -2.802
1 3 7.0787e+00  0.000 0.000 75.900  -5.889 3.437 -1.900
3 5 2.2971e+01  -5.889 3.437 74.000  -19.111 11.155 -6.166
5 1 1.2020e+01  -25.000 14.593 67.834  -10.000 5.837 -3.226
1 3 2.8989e+00  0.000 0.000 75.900  -0.611 -2.103 -1.900
3 5 1.9072e+01  -0.611 -2.103 74.000  -4.017 -13.833 -12.500
5 9 1.1119e+01  -4.628 -15.935 61.500  -2.342 -8.065 -7.288
9 1 1.5166e+01  -6.970 -24.000 54.212  -3.195 -11.000 -9.940
1 1 4.1425e-01  0.000 0.000 75.900  0.380 0.131 0.100
1 1 1.1111e-01  0.000 0.000 75.900  -0.007 -0.048 0.100
1 1 5.1056e-01  0.000 0.000 75.900  -0.268 0.423 0.100
1 3 3.3584e+00  0.000 0.000 75.900  -0.274 2.756 -1.900
3 5 2.2095e+01  -0.274 2.756 74.000  -1.803 18.129 -12.500
5 1 1.7202e+01  -2.077 20.885 61.500  -1.404 14.115 -9.732
1 1 3.7974e-01  0.000 0.000 75.900  0.075 0.359 0.100
1 3 8.6496e+00  0.000 0.000 75.900  -6.618 5.236 -1.900
3 5 2.4026e+01  -6.618 5.236 74.000  -18.382 14.543 -5.278
5 1 1.3070e+01  -25.000 19.779 68.722  -10.000 7.912 -2.871
1 3 6.3489e+00  0.000 0.000 75.900  0.132 -6.250 -1.108
3 5 1.9047e+01  0.132 -6.250 74.792  0.395 -18.750 -3.325
5 1 1.0158e+01  0.526 -25.000 71.466  0.210 -10.000 -1.773
1 1 5.6271e-01  0.000 0.000 75.900  -0.305 -0.462 0.100
1 3 3.8712e+00  0.000 0.000 75.900  -1.499 -3.022 -1.900
3 5 2.5468e+01  -1.499 -3.022 74.000  -9.859 -19.879 -12.500
5 1 1.5501e+01  -11.358 -22.901 61.500  -6.001 -12.099 -7.608
1 1 5.3075e-01  0.000 0.000 75.900  -0.443 -0.274 0.100
1 1 1.6893e-01  0.000 0.000 75.900  0.039 0.131 0.100
1 3 2.4696e+00  0.000 0.000 75.900  0.272 -1.554 -1.900
3 5 1.6248e+01  0.272 -1.554 74.000  1.789 -10.224 -12.500
5 9 1.4948e+01  2.061 -11.778 61.500  1.646 -9.406 -11.500
9 17 2.0365e+01  3.706 -21.185 50.000  2.242 -12.815 -15.668
17 1 1.5891e+00  5.948 -34.000 34.332  0.175 -1.000 -1.223
1 1 1.6299e-01  0.000 0.000 75.900  0.077 -0.103 0.100
1 1 1.1988e-01  0.000 0.000 75.900  -0.066 -0.005 0.100
1 1 1.4655e-01  0.000 0.000 75.900  0.105 -0.021 0.100
1 1 2.9908e-01  0.000 0.000 75.900  0.265 0.097 0.100
1 1 1.2363e-01  0.000 0.000 75.900  -0.043 -0.058 0.100
1 1 1.2061e-01  0.000 0.000 75.900  0.012 0.066 0.100
1 3 6.6082e+00  0.000 0.000 75.900  -6.061 -1.823 -1.900
3 5 2.0649e+01  -6.061 -1.823 74.000  -18.939 -5.695 -5.937
5 1 1.0903e+01  -25.000 -7.518 68.063  -10.000 -3.007 -3.135
1 1 1.5145e-01  0.000 0.000 75.900  -0.019 -0.112 0.100
1 3 2.4342e+00  0.000 0.000 75.900  -0.006 -1.522 -1.900
3 5 1.6014e+01  -0.006 -1.522 74.000  -0.042 -10.010 -12.500
5 9 1.4733e+01  -0.048 -11.532 61.500  -0.039 -9.210 -11.500
9 17 2.1210e+01  -0.087 -20.742 50.000  -0.056 -13.258 -16.556
17 1 1.5998e+00  -0.143 -34.000 33.444  -0.004 -1.000 -1.249
1 3 1.0644e+01  0.000 0.000 75.900  -8.500 -6.139 -1.833
3 5 2.0663e+01  -8.500 -6.139 74.067  -16.500 -11.917 -3.559
5 1 1.2523e+01  -25.000 -18.057 70.508  -10.000 -7.223 -2.157
1 3 7.9018e+00  0.000 0.000 75.900  4.773 6.250 -0.769
3 5 2.3705e+01  4.773 6.250 75.131  14.320 18.750 -2.307
5 1 1.2643e+01  19.093 25.000 72.824  7.637 10.000 -1.230
1 3 6.1894e+00  0.000 0.000 75.900  0.361 5.879 -1.900
3 5 2.0128e+01  0.361 5.879 74.000  1.174 19.121 -6.179
5 1 1.0527e+01  1.535 25.000 67.821  0.614 10.000 -3.232
1 3 2.0433e+00  0.000 0.000 75.900  -0.550 -0.512 -1.900
3 5 1.3443e+01  -0.550 -0.512 74.000  -3.621 -3.368 -12.500
5 9 1.2367e+01  -4.171 -3.880 61.500  -3.331 -3.099 -11.500
9 17 2.8498e+01  -7.502 -6.979 50.000  -7.676 -7.140 -26.500
17 97 5.3771e+00  -15.179 -14.119 23.500  -1.448 -1.347 -5.000
97 64 1.9895e+01  -16.627 -15.466 18.500  -5.359 -4.985 -18.500
1 3 2.1628e+00  0.000 0.000 75.900  0.434 -0.938 -1.900
3 5 1.4229e+01  0.434 -0.938 74.000  2.858 -6.168 -12.500
5 9 1.3091e+01  3.293 -7.106 61.500  2.630 -5.675 -11.500
9 17 3.0166e+01  5.923 -12.781 50.000  6.060 -13.077 -26.500
17 65 5.6917e+00  11.983 -25.858 23.500  1.143 -2.467 -5.000
65 64 1.5628e+01  13.126 -28.325 18.500  3.139 -6.775 -13.729
1 3 4.0390e+00  0.000 0.000 75.900  1.955 2.980 -1.900
3 5 2.6572e+01  1.955 2.980 74.000  12.862 19.606 -12.500
5 1 1.6825e+01  14.817 22.586 61.500  8.144 12.414 -7.915
1 3 5.5847e+00  0.000 0.000 75.900  -5.222 -0.557 -1.900
3 5 2.1152e+01  -5.222 -0.557 74.000  -19.778 -2.110 -7.196
5 1 1.0695e+01  -25.000 -2.668 66.804  -10.000 -1.067 -3.639
1 3 2.4033e+00  0.000 0.000 75.900  -1.470 -0.071 -1.900
3 5 1.5811e+01  -1.470 -0.071 74.000  -9.671 -0.469 -12.500
5 9 1.4546e+01  -11.141 -0.540 61.500  -8.897 -0.432 -11.500
9 17 2.2826e+01  -20.038 -0.972 50.000  -13.962 -0.677 -18.046
17 1 1.6349e+00  -34.000 -1.649 31.954  -1.000 -0.049 -1.293
1 1 1.7142e-01  0.000 0.000 75.900  0.135 0.035 0.100
1 3 5.1481e+00  0.000 0.000 75.900  -4.782 0.172 -1.900
3 5 2.1768e+01  -4.782 0.172 74.000  -20.218 0.727 -8.034
5 1 1.0767e+01  -25.000 0.900 65.966  -10.000 0.360 -3.974
1 1 1.0205e+00  0.000 0.000 75.900  0.857 0.545 0.100
1 1 1.3173e-01  0.000 0.000 75.900  -0.047 0.072 0.100
1 3 1.0189e+01  0.000 0.000 75.900  -8.500 -5.470 -1.280
3 5 1.9778e+01  -8.500 -5.470 74.620  -16.500 -10.619 -2.484
5 1 1.1987e+01  -25.000 -16.089 72.137  -10.000 -6.436 -1.505
1 3 3.0759e+00  0.000 0.000 75.900  -2.134 1.139 -1.900
3 5 2.0236e+01  -2.134 1.139 74.000  -14.038 7.496 -12.500
5 9 1.1284e+01  -16.172 8.635 61.500  -7.828 4.180 -6.970
9 1 1.5857e+01  -24.000 12.814 54.530  -11.000 5.873 -9.795
1 1 6.1646e-01  0.000 0.000 75.900  -0.608 0.025 0.100
1 1 2.0028e-01  0.000 0.000 75.900  0.164 -0.056 0.100
1 3 6.7215e+00  0.000 0.000 75.900  -2.186 6.250 -1.156
3 5 2.0165e+01  -2.186 6.250 74.744  -6.559 18.750 -3.467
5 1 1.0754e+01  -8.746 25.000 71.277  -3.498 10.000 -1.849
1 1 1.3702e-01  0.000 0.000 75.900  -0.012 0.093 0.100
1 3 2.5849e+00  0.000 0.000 75.900  1.267 -1.211 -1.900
3 5 1.7006e+01  1.267 -1.211 74.000  8.335 -7.967 -12.500
5 9 1.5645e+01  9.602 -9.178 61.500  7.668 -7.330 -11.500
9 17 3.4136e+01  17.269 -16.508 50.000  16.731 -15.993 -25.092
17 1 2.0403e+00  34.000 -32.500 24.908  1.000 -0.956 -1.500
1 1 3.5200e+01  0.000 0.000 75.900  -3.732 -35.000 -0.385
1 1 4.5270e+00  0.000 0.000 75.900  1.725 -4.184 0.100
1 1 1.1835e-01  0.000 0.000 75.900  0.032 -0.055 0.100
1 1 7.0017e-01  0.000 0.000 75.900  0.167 0.673 0.100
1 3 2.6083e+00  0.000 0.000 75.900  1.787 -0.027 -1.900
3 5 1.7160e+01  1.787 -0.027 74.000  11.755 -0.180 -12.500
5 9 1.5267e+01  13.542 -0.207 61.500  10.458 -0.160 -11.121
9 17 1.4598e+01  24.000 -0.367 50.379  10.000 -0.153 -10.634
17 1 1.4598e+00  34.000 -0.520 39.745  1.000 -0.015 -1.063
1 3 6.7568e+00  0.000 0.000 75.900  2.126 -6.250 -1.439
3 5 2.0270e+01  2.126 -6.250 74.461  6.378 -18.750 -4.317
5 1 1.0811e+01  8.505 -25.000 70.144  3.402 -10.000 -2.302
1 3 3.4657e+00  0.000 0.000 75.900  2.767 -0.862 -1.900
3 5 2.2800e+01  2.767 -0.862 74.000  18.205 -5.674 -12.500
5 1 1.7570e+01  20.972 -6.537 61.500  14.028 -4.373 -9.632
1 1 1.1783e-01  0.000 0.000 75.900  0.020 -0.059 0.100
1 1 1.7081e-01  0.000 0.000 75.900  0.087 0.108 0.100
1 3 5.5692e+00  0.000 0.000 75.900  -5.109 -1.144 -1.900
3 5 2.1685e+01  -5.109 -1.144 74.000  -19.891 -4.453 -7.398
5 1 1.0902e+01  -25.000 -5.596 66.602  -10.000 -2.238 -3.719
1 1 1.1201e-01  0.000 0.000 75.900  -0.045 -0.023 0.100
1 3 2.7426e+00  0.000 0.000 75.900  0.317 1.952 -1.900
3 5 1.8043e+01  0.317 1.952 74.000  2.085 12.844 -12.500
5 9 1.2930e+01  2.402 14.796 61.500  1.494 9.204 -8.958
9 1 1.5453e+01  3.897 24.000 52.542  1.786 11.000 -10.706
1 1 2.1321e-01  0.000 0.000 75.900  0.087 0.167 0.100
1 1 1.1783e-01  0.000 0.000 75.900  -0.062 0.002 0.100
1 1 1.1275e-01  0.000 0.000 75.900  0.034 0.039 0.100
1 3 2.7596e+00  0.000 0.000 75.900  -1.421 -1.409 -1.900
3 5 1.8155e+01  -1.421 -1.409 74.000  -9.350 -9.271 -12.500
5 9 1.6703e+01  -10.771 -10.680 61.500  -8.602 -8.529 -11.500
9 17 2.8401e+01  -19.373 -19.209 50.000  -14.627 -14.503 -19.554
17 1 1.9418e+00  -34.000 -33.712 30.446  -1.000 -0.992 -1.337
1 1 2.5517e-01  0.000 0.000 75.900  -0.087 -0.218 0.100
1 1 1.4798e-01  0.000 0.000 75.900  -0.043 -0.100 0.100
1 3 3.5344e+00  0.000 0.000 75.900  2.630 -1.401 -1.900
3 5 2.3252e+01  2.630 -1.401 74.000  17.305 -9.216 -12.500
5 1 2.0241e+01  19.936 -10.617 61.500  15.064 -8.023 -10.881
1 1 1.9149e-01  0.000 0.000 75.900  -0.149 -0.066 0.100
1 1 5.8181e+00  0.000 0.000 75.900  -4.585 -3.580 0.100
1 1 1.3401e-01  0.000 0.000 75.900  -0.089 0.006 0.100
1 1 1.2018e-01  0.000 0.000 75.900  -0.037 0.055 0.100
1 1 3.6298e+01  0.000 0.000 75.900  35.000 9.620 -0.139
1 3 2.2902e+00  0.000 0.000 75.900  1.278 -0.033 -1.900
3 5 1.5067e+01  1.278 -0.033 74.000  8.410 -0.217 -12.500
5 9 1.3862e+01  9.688 -0.250 61.500  7.737 -0.200 -11.500
9 17 2.9695e+01  17.426 -0.450 50.000  16.574 -0.428 -24.635
17 1 1.7916e+00  34.000 -0.878 25.365  1.000 -0.026 -1.486
1 1 2.0503e-01  0.000 0.000 75.900  -0.079 -0.160 0.100
1 1 1.6216e-01  0.000 0.000 75.900  -0.103 -0.076 0.100
1 1 1.1518e-01  0.000 0.000 75.900  -0.048 -0.032 0.100
1 3 2.9442e+00  0.000 0.000 75.900  -1.818 1.324 -1.900
3 5 1.9370e+01  -1.818 1.324 74.000  -11.962 8.709 -12.500
5 9 1.6549e+01  -13.780 10.033 61.500  -10.220 7.441 -10.679
9 17 1.6193e+01  -24.000 17.474 50.821  -10.000 7.281 -10.450
17 1 1.6193e+00  -34.000 24.755 40.371  -1.000 0.728 -1.045
1 1 1.3473e-01  0.000 0.000 75.900  0.089 0.015 0.100
1 3 8.5475e+00  0.000 0.000 75.900  8.500 0.864 -0.252
3 1 2.6648e+01  8.500 0.864 75.648  26.500 2.692 -0.786
1 1 2.0418e-01  0.000 0.000 75.900  -0.165 0.066 0.100
1 3 2.1502e+00  0.000 0.000 75.900  0.789 0.626 -1.900
3 5 1.4146e+01  0.789 0.626 74.000  5.189 4.116 -12.500
5 9 1.3015e+01  5.978 4.742 61.500  4.774 3.787 -11.500
9 17 2.9990e+01  10.751 8.529 50.000  11.000 8.727 -26.500
17 97 5.6585e+00  21.751 17.256 23.500  2.076 1.647 -5.000
97 64 2.0937e+01  23.827 18.903 18.500  7.679 6.092 -18.500
1 1 2.2197e+00  0.000 0.000 75.900  -1.324 1.779 0.100
1 1 1.6361e-01  0.000 0.000 75.900  0.056 0.117 0.100
1 3 2.0749e+00  0.000 0.000 75.900  0.738 -0.387 -1.900
3 5 1.3651e+01  0.738 -0.387 74.000  4.858 -2.549 -12.500
5 9 1.2559e+01  5.596 -2.936 61.500  4.469 -2.345 -11.500
9 17 2.8940e+01  10.065 -5.281 50.000  10.299 -5.403 -26.500
17 97 5.4603e+00  20.364 -10.684 23.500  1.943 -1.019 -5.000
97 64 2.0203e+01  22.307 -11.704 18.500  7.190 -3.772 -18.500
1 3 1.9457e+00  0.000 0.000 75.900  0.320 -0.271 -1.900
3 5 1.2801e+01  0.320 -0.271 74.000  2.103 -1.784 -12.500
5 9 1.1777e+01  2.423 -2.055 61.500  1.935 -1.641 -11.500
9 17 2.7137e+01  4.358 -3.696 50.000  4.459 -3.781 -26.500
17 97 5.1202e+00  8.817 -7.477 23.500  0.841 -0.713 -5.000
97 64 1.8945e+01  9.658 -8.191 18.500  3.113 -2.640 -18.500
1 3 1.9473e+00  0.000 0.000 75.900  -0.264 0.335 -1.900
3 5 1.2811e+01  -0.264 0.335 74.000  -1.734 2.205 -12.500
5 9 1.1786e+01  -1.998 2.540 61.500  -1.596 2.028 -11.500
9 17 2.7159e+01  -3.594 4.568 50.000  -3.677 4.674 -26.500
17 97 5.1243e+00  -7.271 9.241 23.500  -0.694 0.882 -5.000
97 64 1.8960e+01  -7.964 10.123 18.500  -2.567 3.263 -18.500
1 3 2.1398e+00  0.000 0.000 75.900  -0.983 0.047 -1.900
3 5 1.4078e+01  -0.983 0.047 74.000  -6.468 0.312 -12.500
5 9 1.2952e+01  -7.451 0.360 61.500  -5.951 0.287 -11.500
9 17 2.9845e+01  -13.402 0.647 50.000  -13.713 0.662 -26.500
17 65 5.6311e+00  -27.115 1.310 23.500  -2.587 0.125 -5.000
65 64 1.1749e+01  -29.702 1.435 18.500  -5.398 0.261 -10.432
1 1 2.4629e-01  0.000 0.000 75.900  -0.178 0.137 0.100
1 1 2.9303e-01  0.000 0.000 75.900  0.007 0.275 0.100
1 1 2.5573e-01  0.000 0.000 75.900  0.167 -0.166 0.100
1 1 4.7821e-01  0.000 0.000 75.900  -0.424 0.197 0.100
1 3 6.9087e+00  0.000 0.000 75.900  3.136 -5.855 -1.900
3 5 2.2588e+01  3.136 -5.855 74.000  10.253 -19.145 -6.212
5 1 1.1799e+01  13.389 -25.000 67.788  5.356 -10.000 -3.245
1 3 8.7238e+00  0.000 0.000 75.900  5.935 -6.250 -1.350
3 5 2.6172e+01  5.935 -6.250 74.550  17.804 -18.750 -4.050
5 1 1.3958e+01  23.739 -25.000 70.500  9.495 -10.000 -2.160
1 3 2.7464e+00  0.000 0.000 75.900  1.705 1.012 -1.900
3 5 1.8069e+01  1.705 1.012 74.000  11.219 6.661 -12.500
5 9 1.6623e+01  12.924 7.673 61.500  10.321 6.128 -11.500
9 17 1.7320e+01  23.246 13.801 50.000  10.754 6.385 -11.982
17 1 1.6106e+00  34.000 20.185 38.018  1.000 0.594 -1.114
1 1 6.3035e+00  0.000 0.000 75.900  4.199 4.700 0.100
1 1 1.1050e-01  0.000 0.000 75.900  0.014 0.045 0.100
1 3 4.5998e+00  0.000 0.000 75.900  1.940 -3.713 -1.900
3 5 2.6373e+01  1.940 -3.713 74.000  11.123 -21.287 -10.893
5 1 1.2389e+01  13.063 -25.000 63.107  5.225 -10.000 -5.117
1 3 2.8586e+00  0.000 0.000 75.900  -2.110 0.331 -1.900
3 5 1.8806e+01  -2.110 0.331 74.000  -13.881 2.179 -12.500
5 9 1.0851e+01  -15.991 2.511 61.500  -8.009 1.258 -7.213
9 1 1.4903e+01  -24.000 3.768 54.287  -11.000 1.727 -9.906
1 3 4.9834e+00  0.000 0.000 75.900  0.701 4.553 -1.900
3 5 2.2378e+01  0.701 4.553 74.000  3.150 20.447 -8.532
5 1 1.0945e+01  3.851 25.000 65.468  1.541 10.000 -4.173
1 1 1.5969e-01  0.000 0.000 75.900  -0.046 0.116 0.100
1 1 2.7602e-01  0.000 0.000 75.900  -0.255 -0.031 0.100
1 1 8.2646e-01  0.000 0.000 75.900  0.455 0.683 0.100
1 1 1.1778e-01  0.000 0.000 75.900  -0.009 -0.062 0.100
1 1 1.3010e+00  0.000 0.000 75.900  -1.260 0.310 0.100
1 1 1.3297e-01  0.000 0.000 75.900  0.014 0.086 0.100
1 1 2.4824e-01  0.000 0.000 75.900  -0.148 -0.173 0.100
1 1 7.4260e-01  0.000 0.000 75.900  -0.528 0.512 0.100
1 1 1.0115e-01  0.000 0.000 75.900  0.008 0.013 0.100
1 1 1.0987e-01  0.000 0.000 75.900  -0.045 0.006 0.100
1 3 1.9337e+00  0.000 0.000 75.900  -0.165 -0.320 -1.900
3 5 1.2722e+01  -0.165 -0.320 74.000  -1.084 -2.103 -12.500
5 9 1.1704e+01  -1.249 -2.422 61.500  -0.997 -1.935 -11.500
9 17 2.6970e+01  -2.246 -4.357 50.000  -2.298 -4.458 -26.500
17 97 5.0888e+00  -4.545 -8.815 23.500  -0.434 -0.841 -5.000
97 64 1.8828e+01  -4.978 -9.656 18.500  -1.604 -3.112 -18.500
1 1 2.6964e-01  0.000 0.000 75.900  0.249 0.029 0.100
1 1 1.1397e-01  0.000 0.000 75.900  -0.013 0.053 0.100
1 3 5.3811e+00  0.000 0.000 75.900  -2.418 4.416 -1.900
3 5 2.5085e+01  -2.418 4.416 74.000  -11.273 20.584 -8.857
5 1 1.2186e+01  -13.692 25.000 65.143  -5.477 10.000 -4.303
1 3 8.8294e+00  0.000 0.000 75.900  8.500 -1.836 -1.529
3 5 1.7139e+01  8.500 -1.836 74.371  16.500 -3.563 -2.969
5 1 1.0388e+01  25.000 -5.399 71.402  10.000 -2.160 -1.799
1 1 2.5997e-01  0.000 0.000 75.900  -0.234 -0.054 0.100
1 1 1.8060e-01  0.000 0.000 75.900  0.023 -0.149 0.100
1 3 6.7149e+00  0.000 0.000 75.900  1.618 6.250 -1.846
3 5 2.0145e+01  1.618 6.250 74.054  4.854 18.750 -5.539
5 1 1.0744e+01  6.472 25.000 68.514  2.589 10.000 -2.954
1 1 5.8665e-01  0.000 0.000 75.900  -0.459 0.351 0.100
1 1 1.5158e-01  0.000 0.000 75.900  -0.079 -0.082 0.100
1 1 2.0537e-01  0.000 0.000 75.900  -0.105 0.145 0.100
1 1 8.8326e-01  0.000 0.000 75.900  -0.864 0.153 0.100
1 3 8.6599e+00  0.000 0.000 75.900  -8.500 -1.592 -0.457
3 1 2.6999e+01  -8.500 -1.592 75.443  -26.500 -4.964 -1.425
1 3 2.4206e+00  0.000 0.000 75.900  -0.936 -1.172 -1.900
3 5 1.5925e+01  -0.936 -1.172 74.000  -6.159 -7.708 -12.500
5 9 1.4651e+01  -7.095 -8.880 61.500  -5.666 -7.091 -11.500
9 17 3.3761e+01  -12.762 -15.971 50.000  -13.057 -16.341 -26.500
17 1 5.5525e+00  -25.819 -32.312 23.500  -2.147 -2.688 -4.358
1 1 6.5667e-01  0.000 0.000 75.900  -0.416 0.498 0.100
1 1 3.1613e-01  0.000 0.000 75.900  -0.300 0.011 0.100
1 1 1.2810e-01  0.000 0.000 75.900  -0.050 0.063 0.100
1 1 3.8701e-01  0.000 0.000 75.900  0.128 0.351 0.100
1 3 3.1028e+00  0.000 0.000 75.900  -1.342 -2.053 -1.900
3 5 2.0413e+01  -1.342 -2.053 74.000  -8.830 -13.509 -12.500
5 9 1.2751e+01  -10.172 -15.562 61.500  -5.515 -8.438 -7.808
9 1 1.6622e+01  -15.687 -24.000 53.692  -7.190 -11.000 -10.179
1 1 1.1596e-01  0.000 0.000 75.900  0.037 0.045 0.100
1 1 2.1892e-01  0.000 0.000 75.900  0.119 -0.154 0.100
1 1 1.0087e-01  0.000 0.000 75.900  0.008 0.010 0.100
1 1 1.9599e-01  0.000 0.000 75.900  0.168 0.009 0.100
1 1 1.3279e-01  0.000 0.000 75.900  -0.007 -0.087 0.100
1 1 1.8967e-01  0.000 0.000 75.900  0.137 0.085 0.100
1 3 4.9485e+00  0.000 0.000 75.900  1.706 -4.239 -1.900
3 5 2.4236e+01  1.706 -4.239 74.000  8.353 -20.761 -9.306
5 1 1.1674e+01  10.059 -25.000 64.694  4.024 -10.000 -4.482
1 1 1.0956e-01  0.000 0.000 75.900  0.043 0.012 0.100
1 3 3.5613e+00  0.000 0.000 75.900  2.269 -1.980 -1.900
3 5 2.3430e+01  2.269 -1.980 74.000  14.931 -13.029 -12.500
5 1 2.7932e+01  17.200 -15.010 61.500  17.800 -15.533 -14.902
1 1 1.0353e-01  0.000 0.000 75.900  -0.025 0.009 0.100
1 1 4.1292e-01  0.000 0.000 75.900  0.026 -0.400 0.100
1 3 3.0124e+00  0.000 0.000 75.900  1.662 1.644 -1.900
3 5 1.9819e+01  1.662 1.644 74.000  10.931 10.818 -12.500
5 9 1.8233e+01  12.593 12.463 61.500  10.057 9.953 -11.500
9 17 2.0580e+01  22.649 22.416 50.000  11.351 11.234 -12.980
17 1 1.8131e+00  34.000 33.650 37.020  1.000 0.990 -1.144
1 1 1.1849e-01  0.000 0.000 75.900  0.060 -0.022 0.100
1 3 7.4332e+00  0.000 0.000 75.900  -3.960 6.250 -0.711
3 1 3.4193e+01  -3.960 6.250 75.189  -18.217 28.750 -3.271
1 1 1.5119e-01  0.000 0.000 75.900  0.073 -0.086 0.100
1 1 3.7379e+01  0.000 0.000 75.900  -13.116 -35.000 -0.374
1 3 5.2509e+00  0.000 0.000 75.900  1.977 4.478 -1.900
3 5 2.4063e+01  1.977 4.478 74.000  9.059 20.522 -8.707
5 1 1.1725e+01  11.036 25.000 65.293  4.414 10.000 -4.243
1 1 2.1779e-01  0.000 0.000 75.900  -0.022 0.192 0.100
1 3 2.5258e+00  0.000 0.000 75.900  -1.656 -0.161 -1.900
3 5 1.6617e+01  -1.656 -0.161 74.000  -10.898 -1.056 -12.500
5 9 1.5288e+01  -12.554 -1.217 61.500  -10.026 -0.972 -11.500
9 17 1.7412e+01  -22.581 -2.189 50.000  -11.419 -1.107 -13.098
17 1 1.5248e+00  -34.000 -3.295 36.902  -1.000 -0.097 -1.147
1 1 1.1022e-01  0.000 0.000 75.900  0.044 -0.015 0.100
1 1 3.8470e-01  0.000 0.000 75.900  0.157 -0.337 0.100
1 1 2.1489e+00  0.000 0.000 75.900  -2.129 -0.275 0.100
1 1 1.6660e-01  0.000 0.000 75.900  -0.099 0.089 0.100
1 1 1.0094e-01  0.000 0.000 75.900  -0.013 -0.003 0.100
1 1 2.7119e-01  0.000 0.000 75.900  0.242 0.069 0.100
1 3 3.3085e+00  0.000 0.000 75.900  -1.985 1.842 -1.900
3 5 2.1766e+01  -1.985 1.842 74.000  -13.062 12.120 -12.500
5 9 1.4919e+01  -15.047 13.963 61.500  -8.953 8.307 -8.568
9 1 1.8330e+01  -24.000 22.270 52.932  -11.000 10.207 -10.527
1 3 7.9206e+00  0.000 0.000 75.900  6.919 -3.354 -1.900
3 5 2.0697e+01  6.919 -3.354 74.000  18.081 -8.763 -4.965
5 1 1.1447e+01  25.000 -12.117 69.035  10.000 -4.847 -2.746
1 3 4.2537e+00  0.000 0.000 75.900  0.072 -3.805 -1.900
3 5 2.3694e+01  0.072 -3.805 74.000  0.403 -21.195 -10.583
5 1 1.1179e+01  0.475 -25.000 63.417  0.190 -10.000 -4.993
1 1 2.5500e-01  0.000 0.000 75.900  -0.047 0.230 0.100
1 1 5.9563e-01  0.000 0.000 75.900  -0.587 0.010 0.100
1 1 1.0825e-01  0.000 0.000 75.900  -0.020 -0.036 0.100
1 3 3.2762e+00  0.000 0.000 75.900  -0.694 -2.577 -1.900
3 5 2.1554e+01  -0.694 -2.577 74.000  -4.564 -16.956 -12.500
5 1 1.9662e+01  -5.257 -19.533 61.500  -4.163 -15.467 -11.403
1 1 1.3666e-01  0.000 0.000 75.900  -0.040 0.084 0.100
1 3 2.5647e+00  0.000 0.000 75.900  -0.353 -1.686 -1.900
3 5 1.6873e+01  -0.353 -1.686 74.000  -2.325 -11.092 -12.500
5 9 1.5523e+01  -2.679 -12.779 61.500  -2.139 -10.205 -11.500
9 17 1.6757e+01  -4.818 -22.984 50.000  -2.309 -11.016 -12.414
17 1 1.5211e+00  -7.127 -34.000 37.586  -0.210 -1.000 -1.127
1 1 2.0451e-01  0.000 0.000 75.900  -0.094 -0.151 0.100
1 1 3.5522e+01  0.000 0.000 75.900  -6.070 35.000 -0.021
1 3 2.2149e+00  0.000 0.000 75.900  1.026 0.493 -1.900
3 5 1.4572e+01  1.026 0.493 74.000  6.752 3.240 -12.500
5 9 1.3406e+01  7.778 3.733 61.500  6.212 2.981 -11.500
9 17 3.0892e+01  13.990 6.714 50.000  14.314 6.870 -26.500
17 65 5.8288e+00  28.304 13.584 23.500  2.701 1.296 -5.000
65 64 8.8374e+00  31.005 14.880 18.500  4.095 1.965 -7.581
1 3 2.7439e+00  0.000 0.000 75.900  1.964 0.247 -1.900
3 5 1.8052e+01  1.964 0.247 74.000  12.922 1.624 -12.500
5 9 1.2732e+01  14.886 1.871 61.500  9.114 1.145 -8.816
